YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NDC9,PRODUCT_NDC,LAUNCH_YEAR,NPROPNAME,PROPNAME,GENERIC_DRUG_IND_CODE,THER_CLASS,LABELERNAME,DOSAGE_FORM,ACTIVE_STRENGTH,ACTIVE_STRENGTH_UNIT,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM
2018,NDC," 17,625 ",551110124,55111-124,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,"DR.REDDY'S LABORATORIES, INC.",TABLET,80,MG,Medicare," 6,298 ","$543,124.39",$86.24,$30.82,$0.41,$0.40," 17,625 ", 90.0 , 75.1 , 26.3 , 90.0 , 76.3 , 33.0 ,$9.99,$19.87,$24.70,"$350,168.94",$6.77,$10.63,$14.54,"$187,341.36",$22.95,$30.82,$25.65,"$543,124.39"
2018,NDC," 11,421 ",551110124,55111-124,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,"DR.REDDY'S LABORATORIES, INC.",TABLET,80,MG,Minnesota Health Care Programs," 2,399 ","$106,900.42",$44.56,$9.36,$0.31,$0.34," 11,421 ", 30.0 , 30.1 , 4.4 , 30.0 , 27.2 , 7.5 ,$6.69,$8.11,$15.43,"$92,669.17",$0.00,$1.19,$3.74,"$13,619.74",$6.78,$9.36,$15.62,"$106,900.42"
2018,NDC," 9,983 ",597620155,59762-0155,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,10,MG,Commercial," 3,541 ","$108,146.67",$30.54,$10.83,$0.14,$0.14," 9,983 ", 90.0 , 75.8 , 25.6 , 90.0 , 75.3 , 29.0 ,$5.87,$7.85,$8.87,"$78,329.48",$0.00,$2.94,$6.33,"$29,338.51",$8.52,$10.83,$9.06,"$108,146.67"
2018,NDC," 9,040 ",597620155,59762-0155,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,10,MG,Medicare," 3,209 ","$159,686.51",$49.76,$17.66,$0.24,$0.24," 9,040 ", 90.0 , 74.2 , 26.5 , 90.0 , 74.4 , 31.7 ,$6.53,$10.50,$14.43,"$94,917.17",$2.00,$7.10,$12.92,"$64,161.91",$12.68,$17.66,$17.18,"$159,686.51"
2018,NDC," 2,896 ",597620155,59762-0155,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,10,MG,Minnesota Health Care Programs, 687 ,"$58,772.98",$85.55,$20.29,$0.67,$0.68," 2,896 ", 30.0 , 30.1 , 4.6 , 30.0 , 29.9 , 6.2 ,$3.77,$20.14,$80.24,"$58,315.72",$0.00,$0.10,$0.61,$288.38,$3.78,$20.29,$80.23,"$58,772.98"
2018,NDC," 12,392 ",597620156,59762-0156,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,20,MG,Commercial," 5,363 ","$156,937.91",$29.26,$12.66,$0.17,$0.16," 12,392 ", 90.0 , 76.0 , 25.4 , 90.0 , 77.1 , 28.9 ,$7.12,$8.77,$9.95,"$108,622.58",$0.00,$3.79,$6.34,"$47,016.90",$11.18,$12.66,$9.24,"$156,937.91"
2018,NDC," 11,683 ",597620156,59762-0156,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,20,MG,Medicare," 4,952 ","$183,914.40",$37.14,$15.74,$0.22,$0.22," 11,683 ", 90.0 , 70.7 , 29.9 , 90.0 , 72.2 , 35.3 ,$7.58,$9.55,$11.50,"$111,535.99",$2.00,$6.03,$9.16,"$70,447.83",$15.40,$15.74,$12.68,"$183,914.40"
2018,NDC," 4,342 ",597620156,59762-0156,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,20,MG,Minnesota Health Care Programs," 1,311 ","$115,928.36",$88.43,$26.70,$0.89,$0.92," 4,342 ", 30.0 , 29.9 , 3.7 , 30.0 , 29.1 , 6.3 ,$4.21,$26.53,$93.30,"$115,183.16",$0.00,$0.11,$0.64,$476.41,$4.70,$26.70,$93.28,"$115,928.36"
2018,NDC," 10,783 ",597620157,59762-0157,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,40,MG,Commercial," 5,030 ","$179,801.04",$35.75,$16.67,$0.22,$0.21," 10,783 ", 90.0 , 76.6 , 24.8 , 90.0 , 78.2 , 28.8 ,$0.00,$5.97,$10.48,"$64,377.49",$10.00,$10.56,$9.64,"$113,920.31",$13.50,$16.67,$12.42,"$179,801.04"
2018,NDC," 12,551 ",597620157,59762-0157,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,40,MG,Medicare," 5,770 ","$270,721.18",$46.92,$21.57,$0.29,$0.28," 12,551 ", 90.0 , 74.0 , 26.6 , 90.0 , 75.8 , 31.8 ,$11.53,$13.80,$15.19,"$173,197.36",$2.00,$7.65,$14.99,"$96,018.29",$15.40,$21.57,$18.19,"$270,721.18"
2018,NDC," 4,581 ",597620157,59762-0157,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,40,MG,Minnesota Health Care Programs," 1,443 ","$81,453.20",$56.45,$17.78,$0.59,$0.61," 4,581 ", 30.0 , 30.3 , 4.0 , 30.0 , 29.1 , 6.9 ,$4.40,$16.56,$69.64,"$75,879.60",$0.00,$1.17,$1.86,"$5,357.05",$5.10,$17.78,$69.44,"$81,453.20"
2018,NDC," 3,497 ",597620158,59762-0158,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,80,MG,Commercial," 1,846 ","$97,314.12",$52.72,$27.83,$0.35,$0.36," 3,497 ", 90.0 , 78.6 , 23.5 , 90.0 , 77.9 , 27.9 ,$4.80,$13.44,$20.58,"$46,985.44",$13.12,$14.33,$13.24,"$50,095.73",$20.48,$27.83,$22.48,"$97,314.12"
2018,NDC," 4,220 ",597620158,59762-0158,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,80,MG,Medicare," 2,058 ","$116,028.45",$56.38,$27.49,$0.36,$0.36," 4,220 ", 90.0 , 76.9 , 24.8 , 90.0 , 76.5 , 30.2 ,$15.79,$18.56,$19.16,"$78,329.22",$2.00,$8.79,$17.38,"$37,111.31",$22.25,$27.49,$22.04,"$116,028.45"
2018,NDC," 1,766 ",597620158,59762-0158,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GREENSTONE,TABLET,80,MG,Minnesota Health Care Programs, 532 ,"$62,022.69",$116.58,$35.12,$1.15,$1.26," 1,766 ", 30.0 , 30.5 , 5.3 , 30.0 , 27.8 , 8.1 ,$5.90,$33.84,$101.85,"$59,758.23",$0.00,$1.25,$2.17,"$2,198.86",$6.57,$35.12,$101.50,"$62,022.69"
2018,NDC, 125 ,604290325,60429-325,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GOLDEN STATE MEDICAL SUPPLY,TABLET,40,MG,Commercial, 85 ,$499.26,$5.87,$3.99,$0.05,$0.09, 125 , 90.0 , 83.8 , 18.0 , 45.0 , 44.4 , 14.3 ,$2.10,$2.17,$2.14,$270.84,$0.00,$1.83,$2.79,$228.42,$3.30,$3.99,$2.21,$499.26
2018,NDC, 179 ,604290326,60429-326,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,GOLDEN STATE MEDICAL SUPPLY,TABLET,80,MG,Commercial, 161 ,"$1,282.22",$7.96,$7.16,$0.08,$0.14, 179 , 90.0 , 88.3 , 9.9 , 45.0 , 51.4 , 17.2 ,$4.80,$4.08,$3.80,$730.08,$0.00,$3.08,$5.17,$552.14,$6.31,$7.16,$4.50,"$1,282.22"
2018,NDC," 37,317 ",605052578,60505-2578,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,10,MG,Commercial," 11,785 ","$409,607.55",$34.76,$10.98,$0.17,$0.16," 37,317 ", 90.0 , 65.4 , 30.6 , 90.0 , 67.3 , 34.5 ,$4.46,$6.87,$9.35,"$256,266.82",$0.00,$3.79,$5.66,"$141,337.64",$8.90,$10.98,$8.94,"$409,607.55"
2018,NDC," 84,394 ",605052578,60505-2578,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,10,MG,Medicare," 21,136 ","$1,048,114.14",$49.59,$12.42,$0.21,$0.21," 84,394 ", 84.0 , 58.0 , 32.7 , 45.0 , 58.0 , 35.6 ,$4.99,$7.39,$7.92,"$623,504.33",$2.00,$4.85,$7.75,"$409,420.94",$10.60,$12.42,$9.80,"$1,048,114.14"
2018,NDC," 17,578 ",605052578,60505-2578,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,10,MG,Minnesota Health Care Programs," 3,496 ","$78,158.35",$22.36,$4.45,$0.15,$0.15," 17,578 ", 30.0 , 29.7 , 4.9 , 30.0 , 29.5 , 8.7 ,$3.77,$4.34,$4.02,"$76,252.21",$0.00,$0.07,$0.79,"$1,276.67",$3.82,$4.45,$4.07,"$78,158.35"
2018,NDC," 57,029 ",605052579,60505-2579,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,20,MG,Commercial," 20,223 ","$889,380.41",$43.98,$15.60,$0.23,$0.22," 57,029 ", 90.0 , 68.1 , 29.5 , 90.0 , 70.2 , 33.8 ,$6.18,$9.77,$11.75,"$557,208.78",$0.55,$5.51,$7.52,"$314,336.51",$12.58,$15.60,$11.68,"$889,380.41"
2018,NDC," 111,343 ",605052579,60505-2579,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,20,MG,Medicare," 31,638 ","$1,615,945.31",$51.08,$14.51,$0.24,$0.23," 111,343 ", 90.0 , 61.3 , 32.1 , 90.0 , 62.2 , 35.2 ,$6.93,$8.67,$9.83,"$965,754.33",$2.38,$5.67,$7.54,"$631,815.82",$14.46,$14.51,$10.47,"$1,615,945.31"
2018,NDC," 32,205 ",605052579,60505-2579,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,20,MG,Minnesota Health Care Programs," 7,066 ","$171,181.17",$24.23,$5.32,$0.18,$0.18," 32,205 ", 30.0 , 29.8 , 4.4 , 30.0 , 29.7 , 6.0 ,$4.07,$5.12,$10.12,"$165,048.21",$0.00,$0.16,$3.89,"$5,247.70",$4.08,$5.32,$10.78,"$171,181.17"
2018,NDC," 59,151 ",605052580,60505-2580,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,40,MG,Commercial," 20,599 ","$1,088,192.03",$52.83,$18.40,$0.27,$0.26," 59,151 ", 90.0 , 68.2 , 29.9 , 90.0 , 70.8 , 34.2 ,$2.45,$8.82,$13.32,"$521,762.36",$9.41,$9.20,$9.47,"$543,915.40",$13.49,$18.40,$13.91,"$1,088,192.03"
2018,NDC," 137,976 ",605052580,60505-2580,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,40,MG,Medicare," 40,064 ","$2,350,351.83",$58.66,$17.03,$0.28,$0.28," 137,976 ", 90.0 , 60.5 , 32.3 , 90.0 , 61.8 , 35.2 ,$7.40,$10.96,$11.99,"$1,511,527.70",$2.00,$5.87,$9.55,"$809,704.50",$15.40,$17.03,$13.84,"$2,350,351.83"
2018,NDC," 36,177 ",605052580,60505-2580,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,40,MG,Minnesota Health Care Programs," 8,326 ","$296,988.79",$35.67,$8.21,$0.28,$0.28," 36,177 ", 30.0 , 29.7 , 4.6 , 30.0 , 29.4 , 6.2 ,$4.65,$7.03,$27.66,"$254,411.49",$0.00,$1.14,$2.25,"$41,365.15",$5.31,$8.21,$27.57,"$296,988.79"
2018,NDC," 16,981 ",605052671,60505-2671,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,80,MG,Commercial," 7,075 ","$407,796.92",$57.64,$24.01,$0.35,$0.34," 16,981 ", 90.0 , 69.0 , 29.6 , 90.0 , 69.8 , 33.6 ,$5.09,$13.61,$19.67,"$231,069.04",$10.00,$10.06,$10.51,"$170,789.50",$15.61,$24.01,$20.09,"$407,796.92"
2018,NDC," 43,495 ",605052671,60505-2671,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,80,MG,Medicare," 14,288 ","$825,333.05",$57.76,$18.98,$0.29,$0.29," 43,495 ", 90.0 , 65.2 , 31.4 , 90.0 , 64.6 , 33.5 ,$8.74,$12.82,$13.07,"$557,508.93",$2.00,$5.99,$10.43,"$260,329.95",$15.40,$18.98,$15.17,"$825,333.05"
2018,NDC," 13,992 ",605052671,60505-2671,2012,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,APOTEX,TABLET,80,MG,Minnesota Health Care Programs," 3,334 ","$113,739.51",$34.12,$8.13,$0.28,$0.31," 13,992 ", 30.0 , 29.6 , 4.6 , 30.0 , 26.6 , 7.5 ,$5.74,$6.96,$13.30,"$97,383.20",$0.00,$1.11,$3.23,"$15,550.41",$6.00,$8.13,$13.41,"$113,739.51"
2018,NDC," 1,797 ",621750890,62175-890,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,10,MG,Commercial, 997 ,"$19,946.39",$20.01,$11.10,$0.18,$0.17," 1,797 ", 90.0 , 62.4 , 30.0 , 90.0 , 64.8 , 35.3 ,$5.36,$7.94,$8.76,"$14,260.54",$0.00,$2.84,$6.69,"$5,107.76",$8.87,$11.10,$9.56,"$19,946.39"
2018,NDC," 3,770 ",621750890,62175-890,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,10,MG,Medicare," 1,785 ","$51,826.55",$29.03,$13.75,$0.24,$0.24," 3,770 ", 30.0 , 56.8 , 30.7 , 30.0 , 57.4 , 36.3 ,$4.99,$7.93,$12.68,"$29,885.81",$2.56,$5.59,$8.40,"$21,060.45",$10.28,$13.75,$14.20,"$51,826.55"
2018,NDC," 1,153 ",621750890,62175-890,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,10,MG,Minnesota Health Care Programs, 357 ,"$13,713.27",$38.41,$11.89,$0.39,$0.39," 1,153 ", 30.0 , 30.5 , 6.3 , 30.0 , 30.6 , 8.3 ,$3.67,$11.83,$55.30,"$13,638.11",$0.00,$0.04,$0.42,$51.82,$3.67,$11.89,$55.29,"$13,713.27"
2018,NDC," 4,297 ",621750891,62175-891,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,20,MG,Commercial," 2,904 ","$68,329.00",$23.53,$15.90,$0.24,$0.23," 4,297 ", 90.0 , 66.8 , 29.4 , 90.0 , 70.3 , 35.2 ,$8.15,$10.89,$12.47,"$46,814.71",$0.00,$4.57,$8.61,"$19,648.45",$12.58,$15.90,$13.32,"$68,329.00"
2018,NDC," 8,076 ",621750891,62175-891,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,20,MG,Medicare," 4,340 ","$125,334.17",$28.88,$15.52,$0.25,$0.24," 8,076 ", 90.0 , 61.3 , 30.6 , 90.0 , 63.9 , 36.3 ,$6.88,$9.35,$11.07,"$75,545.09",$2.00,$5.89,$8.42,"$47,599.80",$13.75,$15.52,$12.81,"$125,334.17"
2018,NDC," 2,882 ",621750891,62175-891,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,20,MG,Minnesota Health Care Programs," 1,220 ","$15,346.07",$12.58,$5.32,$0.18,$0.18," 2,882 ", 30.0 , 29.6 , 5.5 , 30.0 , 29.5 , 6.6 ,$3.97,$5.17,$13.86,"$14,891.59",$0.00,$0.14,$5.14,$400.66,$4.01,$5.32,$14.74,"$15,346.07"
2018,NDC," 2,888 ",621750892,62175-892,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,40,MG,Commercial," 2,131 ","$53,541.56",$25.13,$18.54,$0.27,$0.26," 2,888 ", 90.0 , 68.0 , 29.1 , 90.0 , 71.5 , 35.5 ,$1.72,$9.58,$15.45,"$27,662.75",$6.00,$8.67,$9.67,"$25,032.15",$13.49,$18.54,$15.85,"$53,541.56"
2018,NDC," 5,905 ",621750892,62175-892,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,40,MG,Medicare," 4,252 ","$111,486.47",$26.22,$18.88,$0.28,$0.27," 5,905 ", 90.0 , 66.3 , 29.9 , 90.0 , 69.5 , 36.7 ,$9.56,$12.73,$14.75,"$75,143.86",$2.00,$5.91,$9.94,"$34,904.51",$15.40,$18.88,$16.55,"$111,486.47"
2018,NDC," 1,675 ",621750892,62175-892,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,40,MG,Minnesota Health Care Programs, 885 ,"$13,339.08",$15.07,$7.96,$0.27,$0.27," 1,675 ", 30.0 , 29.9 , 3.8 , 30.0 , 29.9 , 5.8 ,$4.45,$6.76,$29.29,"$11,322.53",$1.00,$1.17,$1.76,"$1,967.92",$5.00,$7.96,$29.15,"$13,339.08"
2018,NDC, 738 ,621750897,62175-897,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,80,MG,Commercial, 600 ,"$20,274.57",$33.79,$27.47,$0.36,$0.36, 738 , 90.0 , 75.7 , 25.7 , 90.0 , 75.8 , 28.5 ,$10.16,$15.92,$20.26,"$11,745.79",$9.22,$11.23,$15.99,"$8,290.18",$23.70,$27.47,$23.32,"$20,274.57"
2018,NDC," 1,215 ",621750897,62175-897,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,80,MG,Medicare, 704 ,"$26,788.32",$38.05,$22.05,$0.37,$0.37," 1,215 ", 90.0 , 60.0 , 30.9 , 56.0 , 59.8 , 32.4 ,$15.71,$16.41,$14.06,"$19,939.84",$1.00,$5.30,$11.69,"$6,434.15",$18.19,$22.05,$16.34,"$26,788.32"
2018,NDC, 261 ,621750897,62175-897,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,KREMERS URBAN,TABLET,80,MG,Minnesota Health Care Programs, 127 ,"$2,293.29",$18.06,$8.79,$0.30,$0.30, 261 , 30.0 , 29.6 , 4.3 , 30.0 , 29.1 , 5.1 ,$5.91,$7.77,$6.87,"$2,027.73",$0.00,$0.96,$1.69,$250.64,$6.57,$8.79,$6.55,"$2,293.29"
2018,NDC, 589 ,633040827,63304-827,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,10,MG,Commercial, 395 ,"$7,055.28",$17.86,$11.98,$0.17,$0.17, 589 , 90.0 , 69.0 , 28.7 , 90.0 , 71.7 , 36.3 ,$6.63,$8.78,$10.15,"$5,171.29",$0.00,$3.12,$5.33,"$1,835.08",$8.90,$11.98,$9.34,"$7,055.28"
2018,NDC," 1,221 ",633040827,63304-827,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,10,MG,Medicare, 823 ,"$17,654.12",$21.45,$14.46,$0.18,$0.19," 1,221 ", 90.0 , 79.7 , 22.5 , 90.0 , 78.0 , 27.2 ,$4.89,$7.39,$8.81,"$9,019.64",$5.38,$6.99,$7.78,"$8,533.70",$10.20,$14.46,$11.15,"$17,654.12"
2018,NDC, 236 ,633040827,63304-827,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,10,MG,Minnesota Health Care Programs, 135 ,$919.74,$6.81,$3.90,$0.13,$0.13, 236 , 30.0 , 30.2 , 1.1 , 30.0 , 29.9 , 2.7 ,$3.48,$3.77,$1.04,$890.60,$0.00,$0.07,$0.60,$15.65,$3.48,$3.90,$1.04,$919.74
2018,NDC," 3,054 ",633040828,63304-828,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,20,MG,Commercial," 2,212 ","$40,594.18",$18.35,$13.29,$0.17,$0.17," 3,054 ", 90.0 , 78.8 , 23.3 , 90.0 , 80.0 , 27.6 ,$8.42,$9.57,$10.80,"$29,229.66",$0.00,$3.65,$6.16,"$11,148.44",$11.65,$13.29,$9.69,"$40,594.18"
2018,NDC," 5,647 ",633040828,63304-828,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,20,MG,Medicare," 4,778 ","$94,882.25",$19.86,$16.80,$0.20,$0.20," 5,647 ", 90.0 , 85.5 , 15.9 , 90.0 , 85.6 , 21.7 ,$7.40,$10.42,$8.35,"$58,840.09",$6.00,$6.31,$7.32,"$35,633.14",$15.40,$16.80,$8.31,"$94,882.25"
2018,NDC, 677 ,633040828,63304-828,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,20,MG,Minnesota Health Care Programs, 455 ,"$3,495.18",$7.68,$5.16,$0.17,$0.17, 677 , 30.0 , 30.7 , 6.2 , 30.0 , 30.5 , 7.0 ,$3.88,$4.98,$2.88,"$3,369.53",$0.00,$0.11,$0.65,$74.18,$3.97,$5.16,$2.85,"$3,495.18"
2018,NDC," 3,301 ",633040829,63304-829,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,40,MG,Commercial," 2,643 ","$60,309.71",$22.82,$18.27,$0.26,$0.25," 3,301 ", 90.0 , 70.1 , 28.1 , 90.0 , 71.7 , 34.1 ,$3.06,$7.74,$11.35,"$25,553.62",$9.96,$10.28,$10.50,"$33,937.36",$13.49,$18.27,$12.14,"$60,309.71"
2018,NDC," 10,006 ",633040829,63304-829,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,40,MG,Medicare," 8,455 ","$193,306.84",$22.86,$19.32,$0.25,$0.24," 10,006 ", 90.0 , 78.8 , 23.5 , 90.0 , 79.5 , 27.0 ,$10.75,$13.24,$11.08,"$132,518.48",$3.35,$5.96,$9.63,"$59,678.49",$15.40,$19.32,$13.10,"$193,306.84"
2018,NDC," 1,486 ",633040829,63304-829,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,40,MG,Minnesota Health Care Programs, 892 ,"$11,287.92",$12.65,$7.60,$0.25,$0.25," 1,486 ", 30.0 , 30.4 , 4.7 , 30.0 , 30.5 , 6.6 ,$4.57,$6.20,$5.59,"$9,217.65",$1.00,$1.34,$1.99,"$1,989.13",$5.96,$7.60,$5.19,"$11,287.92"
2018,NDC," 1,338 ",633040830,63304-830,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,80,MG,Commercial," 1,127 ","$34,292.27",$30.43,$25.63,$0.32,$0.32," 1,338 ", 90.0 , 80.8 , 21.6 , 90.0 , 79.6 , 28.3 ,$5.77,$13.27,$19.55,"$17,750.95",$10.00,$12.24,$11.93,"$16,381.64",$17.61,$25.63,$20.36,"$34,292.27"
2018,NDC," 1,769 ",633040830,63304-830,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,80,MG,Medicare," 1,322 ","$48,776.67",$36.90,$27.57,$0.34,$0.35," 1,769 ", 90.0 , 80.5 , 22.0 , 90.0 , 79.4 , 28.3 ,$17.05,$18.92,$17.07,"$33,468.63",$3.73,$8.55,$12.83,"$15,130.45",$22.70,$27.57,$19.20,"$48,776.67"
2018,NDC, 397 ,633040830,63304-830,2011,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,SUN PHARMACEUTICALS,TABLET,80,MG,Minnesota Health Care Programs, 225 ,"$3,581.61",$15.92,$9.02,$0.30,$0.31, 397 , 30.0 , 30.6 , 6.3 , 30.0 , 28.9 , 7.9 ,$5.83,$7.21,$6.77,"$2,863.70",$1.00,$1.77,$2.42,$702.24,$5.90,$9.02,$6.20,"$3,581.61"
2018,NDC, 50 ,680840099,68084-099,2013,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,AMERICAN HEALTH PACKAGING,TABLET,40,MG,Medicare, 18 ,$357.82,$19.88,$7.16,$0.64,$0.62, 50 , 14.0 , 11.3 , 13.6 , 14.0 , 11.5 , 13.4 ,$7.02,$6.38,$3.51,$319.14,$0.00,$0.74,$1.90,$37.20,$7.02,$7.16,$4.38,$357.82
2018,NDC, 534 ,683820251,68382-251,2018,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Generic,Cardiovascular Agents,ZYDUS PHARMACEUTICALS (USA),TABLET,40,MG,Commercial, 533 ,"$14,287.56",$26.81,$26.76,$0.30,$0.30, 534 , 90.0 , 88.7 , 8.4 , 90.0 , 88.9 , 10.8 ,$6.77,$13.37,$16.49,"$7,139.74",$15.32,$13.38,$9.79,"$7,147.06",$25.84,$26.76,$13.89,"$14,287.56"
